patch.id,cell.id,imageid,X_centroid,Y_centroid,CN_label,tu.det_benign
1037579_cell_56335,cell_56335,1037579,73600,32320,CN04,0.933884375
1037579_cell_56336,cell_56336,1037579,73600,32544,CN07,0.970360305
1037579_cell_56343,cell_56343,1037579,73600,34112,CN04,0.53873488
1037579_cell_56345,cell_56345,1037579,73600,34560,CN07,0.85193212
1037579_cell_56347,cell_56347,1037579,73600,35008,CN07,0.959577534
1037579_cell_56348,cell_56348,1037579,73600,35232,CN07,0.90221941
1037579_cell_56349,cell_56349,1037579,73600,35456,CN01,0.88987095
1037579_cell_56353,cell_56353,1037579,73600,36352,CN07,0.55575994
1037579_cell_56354,cell_56354,1037579,73600,36576,CN07,0.670665
1037579_cell_56355,cell_56355,1037579,73600,36800,CN10,0.75802669
1037579_cell_56356,cell_56356,1037579,73600,37024,CN10,0.58545923
1037579_cell_56357,cell_56357,1037579,73600,37248,CN01,0.8216051
1037579_cell_56358,cell_56358,1037579,73600,37472,CN10,0.63208762
1037579_cell_56359,cell_56359,1037579,73600,37696,CN10,0.7003908
1037579_cell_56360,cell_56360,1037579,73600,37920,CN08,0.79198387
1037579_cell_56362,cell_56362,1037579,73600,38368,CN01,0.974243304
1037579_cell_56367,cell_56367,1037579,73600,39488,CN01,0.950893458
1037579_cell_56368,cell_56368,1037579,73600,39712,CN01,0.96811693
1037579_cell_56369,cell_56369,1037579,73600,39936,CN10,0.87136705
1037579_cell_56370,cell_56370,1037579,73600,40160,CN03,0.894389756
1037579_cell_56371,cell_56371,1037579,73600,40384,CN08,0.6347069
1037579_cell_56378,cell_56378,1037579,73600,41952,CN04,0.56608593
1037579_cell_56382,cell_56382,1037579,73600,42848,CN07,0.3956547
1037579_cell_56384,cell_56384,1037579,73600,43296,CN01,0.9272846
1037579_cell_56385,cell_56385,1037579,73600,43520,CN07,0.92229
1037579_cell_56386,cell_56386,1037579,73600,43744,CN07,0.62060577
1037579_cell_56387,cell_56387,1037579,73600,43968,CN04,0.66868606
1037579_cell_56404,cell_56404,1037579,73600,47776,CN04,0.3227503
1037579_cell_56405,cell_56405,1037579,73600,48000,CN01,0.88223257
1037579_cell_56437,cell_56437,1037579,73824,14400,CN06,0.75956881
1037579_cell_56438,cell_56438,1037579,73824,14624,CN07,0.67375308
1037579_cell_56445,cell_56445,1037579,73824,16192,CN01,0.9219609
1037579_cell_56454,cell_56454,1037579,73824,18208,CN01,0.2762333
1037579_cell_56459,cell_56459,1037579,73824,19328,CN01,0.98551234
1037579_cell_56460,cell_56460,1037579,73824,19552,CN01,0.8841235
1037579_cell_56461,cell_56461,1037579,73824,19776,CN07,0.94529866
1037579_cell_56463,cell_56463,1037579,73824,20224,CN01,0.9379652
1037579_cell_56464,cell_56464,1037579,73824,20448,CN01,0.90887498
1037579_cell_56465,cell_56465,1037579,73824,20672,CN01,0.939289182
1037579_cell_56467,cell_56467,1037579,73824,21120,CN01,0.95770625
1037579_cell_56473,cell_56473,1037579,73824,22464,CN01,0.89616945
1037579_cell_56475,cell_56475,1037579,73824,22912,CN01,0.888324745
1037579_cell_56476,cell_56476,1037579,73824,23136,CN01,0.70721298
1037579_cell_56481,cell_56481,1037579,73824,24256,CN07,0.5783695
1037579_cell_56488,cell_56488,1037579,73824,25824,CN01,0.93666672
1037579_cell_56491,cell_56491,1037579,73824,26496,CN01,0.95432091
1037579_cell_56492,cell_56492,1037579,73824,26720,CN01,0.90906092
1037579_cell_56493,cell_56493,1037579,73824,26944,CN01,0.90507864
1037579_cell_56494,cell_56494,1037579,73824,27168,CN09,0.74557564
1037579_cell_56495,cell_56495,1037579,73824,27392,CN01,0.965911955
1037579_cell_56496,cell_56496,1037579,73824,27616,CN08,0.66206133
1037579_cell_56497,cell_56497,1037579,73824,27840,CN01,0.971872902
1037579_cell_56498,cell_56498,1037579,73824,28064,CN03,0.75786754
1037579_cell_56499,cell_56499,1037579,73824,28288,CN08,0.82308066
1037579_cell_56500,cell_56500,1037579,73824,28512,CN07,0.78618379
1037579_cell_56501,cell_56501,1037579,73824,28736,CN01,0.953176323
1037579_cell_56502,cell_56502,1037579,73824,28960,CN08,0.74785906
1037579_cell_56503,cell_56503,1037579,73824,29184,CN01,0.970766312
1037579_cell_56504,cell_56504,1037579,73824,29408,CN07,0.940495085
1037579_cell_56505,cell_56505,1037579,73824,29632,CN08,0.75532557
1037579_cell_56506,cell_56506,1037579,73824,29856,CN10,0.66245168
1037579_cell_56507,cell_56507,1037579,73824,30080,CN08,0.66287148
1037579_cell_56508,cell_56508,1037579,73824,30304,CN08,0.50055948
1037579_cell_56509,cell_56509,1037579,73824,30528,CN08,0.3041048
1037579_cell_56511,cell_56511,1037579,73824,30976,CN09,0.79058582
1037579_cell_56512,cell_56512,1037579,73824,31200,CN02,0.7662466
1037579_cell_56513,cell_56513,1037579,73824,31424,CN08,0.8594539
1037579_cell_56514,cell_56514,1037579,73824,31648,CN07,0.6903166
1037579_cell_56515,cell_56515,1037579,73824,31872,CN07,0.87132415
1037579_cell_56516,cell_56516,1037579,73824,32096,CN01,0.97826301
1037579_cell_56517,cell_56517,1037579,73824,32320,CN07,0.963012643
1037579_cell_56520,cell_56520,1037579,73824,32992,CN01,0.93529777
1037579_cell_56524,cell_56524,1037579,73824,33888,CN01,0.53128824
1037579_cell_56526,cell_56526,1037579,73824,34336,CN07,0.6387477
1037579_cell_56527,cell_56527,1037579,73824,34560,CN07,0.85179569
1037579_cell_56528,cell_56528,1037579,73824,34784,CN07,0.66618404
1037579_cell_56529,cell_56529,1037579,73824,35008,CN01,0.945219558
1037579_cell_56536,cell_56536,1037579,73824,36576,CN10,0.42095995
1037579_cell_56537,cell_56537,1037579,73824,36800,CN03,0.6353476
1037579_cell_56538,cell_56538,1037579,73824,37024,CN07,0.82020126
1037579_cell_56539,cell_56539,1037579,73824,37248,CN01,0.92039499
1037579_cell_56540,cell_56540,1037579,73824,37472,CN08,0.74090928
1037579_cell_56541,cell_56541,1037579,73824,37696,CN10,0.8376112
1037579_cell_56542,cell_56542,1037579,73824,37920,CN08,0.7372172
1037579_cell_56543,cell_56543,1037579,73824,38144,CN08,0.64482078
1037579_cell_56545,cell_56545,1037579,73824,38592,CN09,0.96636213
1037579_cell_56546,cell_56546,1037579,73824,38816,CN01,0.6790008
1037579_cell_56548,cell_56548,1037579,73824,39264,CN01,0.663276
1037579_cell_56549,cell_56549,1037579,73824,39488,CN01,0.96254854
1037579_cell_56550,cell_56550,1037579,73824,39712,CN01,0.9612376
1037579_cell_56551,cell_56551,1037579,73824,39936,CN01,0.82746054
1037579_cell_56552,cell_56552,1037579,73824,40160,CN01,0.980423687
1037579_cell_56553,cell_56553,1037579,73824,40384,CN08,0.957745895
1037579_cell_56554,cell_56554,1037579,73824,40608,CN01,0.86666764
1037579_cell_56555,cell_56555,1037579,73824,40832,CN07,0.4440978
1037579_cell_56566,cell_56566,1037579,73824,43296,CN07,0.58924466
1037579_cell_56568,cell_56568,1037579,73824,43744,CN07,0.4908838
1037579_cell_56569,cell_56569,1037579,73824,43968,CN01,0.591081
1037579_cell_56571,cell_56571,1037579,73824,44416,CN05,0.67575774
1037579_cell_56581,cell_56581,1037579,73824,46656,CN05,0.46847177
1037579_cell_56610,cell_56610,1037579,74048,13728,CN01,0.29853636
1037579_cell_56611,cell_56611,1037579,74048,13952,CN02,0.94478433
1037579_cell_56612,cell_56612,1037579,74048,14176,CN07,0.65404683
1037579_cell_56613,cell_56613,1037579,74048,14400,CN01,0.7759453
1037579_cell_56621,cell_56621,1037579,74048,16192,CN07,0.67986622
1037579_cell_56637,cell_56637,1037579,74048,19776,CN01,0.980369322
1037579_cell_56638,cell_56638,1037579,74048,20000,CN01,0.930701606
1037579_cell_56639,cell_56639,1037579,74048,20224,CN01,0.915452205
1037579_cell_56640,cell_56640,1037579,74048,20448,CN01,0.970559232
1037579_cell_56641,cell_56641,1037579,74048,20672,CN01,0.958939496
1037579_cell_56643,cell_56643,1037579,74048,21120,CN01,0.93407897
1037579_cell_56645,cell_56645,1037579,74048,21568,CN01,0.95279644
1037579_cell_56652,cell_56652,1037579,74048,23136,CN01,0.931901164
1037579_cell_56655,cell_56655,1037579,74048,23808,CN05,0.84146662
1037579_cell_56657,cell_56657,1037579,74048,24256,CN04,0.890625365
1037579_cell_56659,cell_56659,1037579,74048,24704,CN01,0.87948708
1037579_cell_56660,cell_56660,1037579,74048,24928,CN01,0.91896212
1037579_cell_56667,cell_56667,1037579,74048,26496,CN01,0.969651049
1037579_cell_56668,cell_56668,1037579,74048,26720,CN07,0.945025247
1037579_cell_56669,cell_56669,1037579,74048,26944,CN07,0.74894136
1037579_cell_56670,cell_56670,1037579,74048,27168,CN07,0.89864618
1037579_cell_56671,cell_56671,1037579,74048,27392,CN01,0.972246068
1037579_cell_56672,cell_56672,1037579,74048,27616,CN09,0.91882656
1037579_cell_56673,cell_56673,1037579,74048,27840,CN10,0.84778093
1037579_cell_56674,cell_56674,1037579,74048,28064,CN08,0.91596441
1037579_cell_56675,cell_56675,1037579,74048,28288,CN08,0.51920077
1037579_cell_56676,cell_56676,1037579,74048,28512,CN09,0.50848615
1037579_cell_56677,cell_56677,1037579,74048,28736,CN04,0.4969741
1037579_cell_56678,cell_56678,1037579,74048,28960,CN08,0.67742032
1037579_cell_56679,cell_56679,1037579,74048,29184,CN07,0.87509262
1037579_cell_56680,cell_56680,1037579,74048,29408,CN01,0.973291233
1037579_cell_56681,cell_56681,1037579,74048,29632,CN08,0.62408978
1037579_cell_56682,cell_56682,1037579,74048,29856,CN08,0.7391102
1037579_cell_56683,cell_56683,1037579,74048,30080,CN03,0.89580192
1037579_cell_56684,cell_56684,1037579,74048,30304,CN08,0.59442055
1037579_cell_56685,cell_56685,1037579,74048,30528,CN08,0.713932
1037579_cell_56686,cell_56686,1037579,74048,30752,CN07,0.3960039
1037579_cell_56689,cell_56689,1037579,74048,31424,CN08,0.77235568
1037579_cell_56690,cell_56690,1037579,74048,31648,CN08,0.6883632
1037579_cell_56691,cell_56691,1037579,74048,31872,CN09,0.6663916
1037579_cell_56692,cell_56692,1037579,74048,32096,CN01,0.986247657
1037579_cell_56694,cell_56694,1037579,74048,32544,CN10,0.70419508
1037579_cell_56697,cell_56697,1037579,74048,33216,CN07,0.4894777
1037579_cell_56701,cell_56701,1037579,74048,34112,CN07,0.711198
1037579_cell_56704,cell_56704,1037579,74048,34784,CN01,0.52749148
1037579_cell_56708,cell_56708,1037579,74048,35680,CN10,0.61633843
1037579_cell_56712,cell_56712,1037579,74048,36576,CN08,0.50205976
1037579_cell_56713,cell_56713,1037579,74048,36800,CN10,0.3977678
1037579_cell_56714,cell_56714,1037579,74048,37024,CN10,0.62288085
1037579_cell_56715,cell_56715,1037579,74048,37248,CN07,0.86089213
1037579_cell_56716,cell_56716,1037579,74048,37472,CN01,0.962324284
1037579_cell_56717,cell_56717,1037579,74048,37696,CN07,0.9663847
1037579_cell_56718,cell_56718,1037579,74048,37920,CN07,0.79207188
1037579_cell_56719,cell_56719,1037579,74048,38144,CN08,0.65615147
1037579_cell_56720,cell_56720,1037579,74048,38368,CN04,0.4505017
1037579_cell_56721,cell_56721,1037579,74048,38592,CN07,0.79863882
1037579_cell_56722,cell_56722,1037579,74048,38816,CN08,0.69238004
1037579_cell_56723,cell_56723,1037579,74048,39040,CN08,0.569512
1037579_cell_56724,cell_56724,1037579,74048,39264,CN10,0.3606558
1037579_cell_56725,cell_56725,1037579,74048,39488,CN10,0.3821599
1037579_cell_56726,cell_56726,1037579,74048,39712,CN10,0.68749803
1037579_cell_56727,cell_56727,1037579,74048,39936,CN07,0.88284161
1037579_cell_56728,cell_56728,1037579,74048,40160,CN01,0.938279454
1037579_cell_56729,cell_56729,1037579,74048,40384,CN10,0.84232178
1037579_cell_56730,cell_56730,1037579,74048,40608,CN01,0.985799492
1037579_cell_56731,cell_56731,1037579,74048,40832,CN07,0.84232453
1037579_cell_56734,cell_56734,1037579,74048,41504,CN01,0.86839287
1037579_cell_56735,cell_56735,1037579,74048,41728,CN01,0.69662368
1037579_cell_56736,cell_56736,1037579,74048,41952,CN05,0.5372988
1037579_cell_56737,cell_56737,1037579,74048,42176,CN07,0.2362004
1037579_cell_56739,cell_56739,1037579,74048,42624,CN07,0.4357095
1037579_cell_56743,cell_56743,1037579,74048,43520,CN07,0.87718675
1037579_cell_56745,cell_56745,1037579,74048,43968,CN04,0.4775955
1037579_cell_56765,cell_56765,1037579,74048,48448,CN01,0.3604263
1037579_cell_56779,cell_56779,1037579,74272,11488,CN07,0.23365766
1037579_cell_56786,cell_56786,1037579,74272,13056,CN01,0.92415272
1037579_cell_56788,cell_56788,1037579,74272,13504,CN01,0.70935944
1037579_cell_56791,cell_56791,1037579,74272,14176,CN07,0.81408252
1037579_cell_56792,cell_56792,1037579,74272,14400,CN01,0.954163834
1037579_cell_56793,cell_56793,1037579,74272,14624,CN07,0.91814848
1037579_cell_56801,cell_56801,1037579,74272,16416,CN01,0.975955995
1037579_cell_56814,cell_56814,1037579,74272,19328,CN01,0.7057395
1037579_cell_56816,cell_56816,1037579,74272,19776,CN01,0.97266727
1037579_cell_56817,cell_56817,1037579,74272,20000,CN01,0.94580884
1037579_cell_56819,cell_56819,1037579,74272,20448,CN01,0.989213884
1037579_cell_56820,cell_56820,1037579,74272,20672,CN01,0.946535777
1037579_cell_56821,cell_56821,1037579,74272,20896,CN01,0.945020407
1037579_cell_56822,cell_56822,1037579,74272,21120,CN01,0.86986643
1037579_cell_56823,cell_56823,1037579,74272,21344,CN07,0.885217026
1037579_cell_56829,cell_56829,1037579,74272,22688,CN07,0.57676682
1037579_cell_56831,cell_56831,1037579,74272,23136,CN07,0.923332155
1037579_cell_56843,cell_56843,1037579,74272,25824,CN01,0.94261946
1037579_cell_56844,cell_56844,1037579,74272,26048,CN01,0.941035714
1037579_cell_56846,cell_56846,1037579,74272,26496,CN01,0.9446915
1037579_cell_56847,cell_56847,1037579,74272,26720,CN07,0.981894085
1037579_cell_56849,cell_56849,1037579,74272,27168,CN07,0.87220353
1037579_cell_56850,cell_56850,1037579,74272,27392,CN01,0.912149504
1037579_cell_56851,cell_56851,1037579,74272,27616,CN01,0.89696543
1037579_cell_56852,cell_56852,1037579,74272,27840,CN07,0.5678085
1037579_cell_56853,cell_56853,1037579,74272,28064,CN10,0.24472845
1037579_cell_56854,cell_56854,1037579,74272,28288,CN07,0.4507295
1037579_cell_56855,cell_56855,1037579,74272,28512,CN10,0.6781168
1037579_cell_56857,cell_56857,1037579,74272,28960,CN08,0.48011994
1037579_cell_56858,cell_56858,1037579,74272,29184,CN03,0.42027307
1037579_cell_56859,cell_56859,1037579,74272,29408,CN01,0.9090674
1037579_cell_56860,cell_56860,1037579,74272,29632,CN08,0.5558036
1037579_cell_56861,cell_56861,1037579,74272,29856,CN08,0.6770802
1037579_cell_56862,cell_56862,1037579,74272,30080,CN04,0.77593794
1037579_cell_56863,cell_56863,1037579,74272,30304,CN08,0.51257202
1037579_cell_56864,cell_56864,1037579,74272,30528,CN04,0.60657492
1037579_cell_56868,cell_56868,1037579,74272,31424,CN09,0.79954529
1037579_cell_56869,cell_56869,1037579,74272,31648,CN08,0.71217826
1037579_cell_56870,cell_56870,1037579,74272,31872,CN07,0.86751334
1037579_cell_56871,cell_56871,1037579,74272,32096,CN09,0.90871895
1037579_cell_56872,cell_56872,1037579,74272,32320,CN02,0.90470502
1037579_cell_56876,cell_56876,1037579,74272,33216,CN01,0.77202986
1037579_cell_56880,cell_56880,1037579,74272,34112,CN05,0.76634587
1037579_cell_56883,cell_56883,1037579,74272,34784,CN01,0.66672125
1037579_cell_56886,cell_56886,1037579,74272,35456,CN07,0.96834442
1037579_cell_56887,cell_56887,1037579,74272,35680,CN04,0.3721779
1037579_cell_56891,cell_56891,1037579,74272,36576,CN03,0.69759977
1037579_cell_56893,cell_56893,1037579,74272,37024,CN10,0.6978554
1037579_cell_56894,cell_56894,1037579,74272,37248,CN07,0.93951907
1037579_cell_56895,cell_56895,1037579,74272,37472,CN01,0.976847665
1037579_cell_56896,cell_56896,1037579,74272,37696,CN01,0.969590047
1037579_cell_56897,cell_56897,1037579,74272,37920,CN07,0.83215712
1037579_cell_56898,cell_56898,1037579,74272,38144,CN08,0.8488328
1037579_cell_56899,cell_56899,1037579,74272,38368,CN10,0.55793476
1037579_cell_56900,cell_56900,1037579,74272,38592,CN01,0.990861333
1037579_cell_56901,cell_56901,1037579,74272,38816,CN01,0.967718806
1037579_cell_56902,cell_56902,1037579,74272,39040,CN07,0.91460694
1037579_cell_56903,cell_56903,1037579,74272,39264,CN08,0.916668214
1037579_cell_56904,cell_56904,1037579,74272,39488,CN07,0.86788408
1037579_cell_56905,cell_56905,1037579,74272,39712,CN07,0.943959404
1037579_cell_56906,cell_56906,1037579,74272,39936,CN10,0.8817868
1037579_cell_56907,cell_56907,1037579,74272,40160,CN07,0.953236334
1037579_cell_56908,cell_56908,1037579,74272,40384,CN10,0.65750834
1037579_cell_56909,cell_56909,1037579,74272,40608,CN07,0.89990579
1037579_cell_56910,cell_56910,1037579,74272,40832,CN07,0.75870948
1037579_cell_56911,cell_56911,1037579,74272,41056,CN01,0.84646417
1037579_cell_56913,cell_56913,1037579,74272,41504,CN07,0.32566774
1037579_cell_56914,cell_56914,1037579,74272,41728,CN07,0.77843541
1037579_cell_56917,cell_56917,1037579,74272,42400,CN07,0.6912912
1037579_cell_56918,cell_56918,1037579,74272,42624,CN04,0.2196952
1037579_cell_56919,cell_56919,1037579,74272,42848,CN04,0.4263337
1037579_cell_56920,cell_56920,1037579,74272,43072,CN07,0.3737821
1037579_cell_56922,cell_56922,1037579,74272,43520,CN07,0.6007621
1037579_cell_56931,cell_56931,1037579,74272,45536,CN04,0.2240612
1037579_cell_56936,cell_56936,1037579,74272,46656,CN04,0.44188595
1037579_cell_56938,cell_56938,1037579,74272,47104,CN04,0.42716485
1037579_cell_56944,cell_56944,1037579,74272,48448,CN02,0.21214974
1037579_cell_56945,cell_56945,1037579,74272,48672,CN09,0.47025645
1037579_cell_56946,cell_56946,1037579,74272,48896,CN01,0.88479778
1037579_cell_56954,cell_56954,1037579,74496,10592,CN09,0.3010459
1037579_cell_56956,cell_56956,1037579,74496,11040,CN07,0.2228988
1037579_cell_56957,cell_56957,1037579,74496,11264,CN04,0.54558846
1037579_cell_56958,cell_56958,1037579,74496,11488,CN07,0.22598135
1037579_cell_56964,cell_56964,1037579,74496,12832,CN07,0.69231844
1037579_cell_56965,cell_56965,1037579,74496,13056,CN01,0.973042449
1037579_cell_56966,cell_56966,1037579,74496,13280,CN01,0.981772836
1037579_cell_56967,cell_56967,1037579,74496,13504,CN01,0.91412175
1037579_cell_56970,cell_56970,1037579,74496,14176,CN01,0.952004284
1037579_cell_56980,cell_56980,1037579,74496,16416,CN07,0.2369903
1037579_cell_56981,cell_56981,1037579,74496,16640,CN01,0.93049917
1037579_cell_56995,cell_56995,1037579,74496,19776,CN01,0.91287816
1037579_cell_56996,cell_56996,1037579,74496,20000,CN01,0.967507835
1037579_cell_56998,cell_56998,1037579,74496,20448,CN01,0.966343902
1037579_cell_56999,cell_56999,1037579,74496,20672,CN07,0.6886236
1037579_cell_57000,cell_57000,1037579,74496,20896,CN01,0.67179686
1037579_cell_57008,cell_57008,1037579,74496,22688,CN01,0.91628732
1037579_cell_57009,cell_57009,1037579,74496,22912,CN01,0.993363556
1037579_cell_57017,cell_57017,1037579,74496,24704,CN01,0.94845437
1037579_cell_57020,cell_57020,1037579,74496,25376,CN07,0.90903472
1037579_cell_57025,cell_57025,1037579,74496,26496,CN01,0.90292954
1037579_cell_57029,cell_57029,1037579,74496,27392,CN07,0.87203072
1037579_cell_57030,cell_57030,1037579,74496,27616,CN01,0.83304644
1037579_cell_57031,cell_57031,1037579,74496,27840,CN08,0.3321866
1037579_cell_57032,cell_57032,1037579,74496,28064,CN10,0.2371798
1037579_cell_57034,cell_57034,1037579,74496,28512,CN08,0.65930396
1037579_cell_57035,cell_57035,1037579,74496,28736,CN07,0.82136185
1037579_cell_57036,cell_57036,1037579,74496,28960,CN08,0.6200368
1037579_cell_57037,cell_57037,1037579,74496,29184,CN03,0.3577551
1037579_cell_57038,cell_57038,1037579,74496,29408,CN08,0.65658644
1037579_cell_57039,cell_57039,1037579,74496,29632,CN08,0.50184053
1037579_cell_57040,cell_57040,1037579,74496,29856,CN06,0.74196467
1037579_cell_57042,cell_57042,1037579,74496,30304,CN08,0.4014901
1037579_cell_57043,cell_57043,1037579,74496,30528,CN08,0.78020439
1037579_cell_57044,cell_57044,1037579,74496,30752,CN08,0.4058275
1037579_cell_57045,cell_57045,1037579,74496,30976,CN07,0.5108992
1037579_cell_57046,cell_57046,1037579,74496,31200,CN01,0.8726299
1037579_cell_57047,cell_57047,1037579,74496,31424,CN07,0.944231648
1037579_cell_57053,cell_57053,1037579,74496,32768,CN01,0.891471654
1037579_cell_57057,cell_57057,1037579,74496,33664,CN07,0.75586334
1037579_cell_57058,cell_57058,1037579,74496,33888,CN04,0.3634837
1037579_cell_57061,cell_57061,1037579,74496,34560,CN01,0.79114847
1037579_cell_57063,cell_57063,1037579,74496,35008,CN01,0.78296152
1037579_cell_57064,cell_57064,1037579,74496,35232,CN01,0.81085256
1037579_cell_57070,cell_57070,1037579,74496,36576,CN10,0.3208258
1037579_cell_57072,cell_57072,1037579,74496,37024,CN01,0.3932976
1037579_cell_57075,cell_57075,1037579,74496,37696,CN01,0.976449495
1037579_cell_57076,cell_57076,1037579,74496,37920,CN07,0.76409085
1037579_cell_57077,cell_57077,1037579,74496,38144,CN07,0.971934482
1037579_cell_57078,cell_57078,1037579,74496,38368,CN01,0.985020762
1037579_cell_57079,cell_57079,1037579,74496,38592,CN01,0.95989165
1037579_cell_57081,cell_57081,1037579,74496,39040,CN01,0.90300113
1037579_cell_57082,cell_57082,1037579,74496,39264,CN01,0.982065374
1037579_cell_57083,cell_57083,1037579,74496,39488,CN01,0.76634741
1037579_cell_57084,cell_57084,1037579,74496,39712,CN07,0.85932216
1037579_cell_57085,cell_57085,1037579,74496,39936,CN10,0.44896686
1037579_cell_57086,cell_57086,1037579,74496,40160,CN07,0.938343216
1037579_cell_57087,cell_57087,1037579,74496,40384,CN07,0.77904227
1037579_cell_57088,cell_57088,1037579,74496,40608,CN04,0.73185095
1037579_cell_57089,cell_57089,1037579,74496,40832,CN04,0.6457756
1037579_cell_57090,cell_57090,1037579,74496,41056,CN07,0.46240777
1037579_cell_57091,cell_57091,1037579,74496,41280,CN07,0.5882046
1037579_cell_57093,cell_57093,1037579,74496,41728,CN07,0.35931456
1037579_cell_57097,cell_57097,1037579,74496,42624,CN07,0.79556559
1037579_cell_57098,cell_57098,1037579,74496,42848,CN07,0.3358372
1037579_cell_57099,cell_57099,1037579,74496,43072,CN04,0.42555684
1037579_cell_57100,cell_57100,1037579,74496,43296,CN04,0.20785934
1037579_cell_57101,cell_57101,1037579,74496,43520,CN01,0.75207599
1037579_cell_57102,cell_57102,1037579,74496,43744,CN01,0.81710337
1037579_cell_57103,cell_57103,1037579,74496,43968,CN07,0.3195509
1037579_cell_57105,cell_57105,1037579,74496,44416,CN04,0.2558463
1037579_cell_57106,cell_57106,1037579,74496,44640,CN04,0.2517822
1037579_cell_57107,cell_57107,1037579,74496,44864,CN01,0.7271211
1037579_cell_57108,cell_57108,1037579,74496,45088,CN04,0.2123727
1037579_cell_57110,cell_57110,1037579,74496,45536,CN01,0.72812328
1037579_cell_57124,cell_57124,1037579,74496,48672,CN01,0.93404368
1037579_cell_57127,cell_57127,1037579,74496,49344,CN06,0.2993211
1037579_cell_57145,cell_57145,1037579,74720,12832,CN01,0.92976367
1037579_cell_57146,cell_57146,1037579,74720,13056,CN01,0.962409817
1037579_cell_57147,cell_57147,1037579,74720,13280,CN01,0.967545625
1037579_cell_57148,cell_57148,1037579,74720,13504,CN01,0.92855807
1037579_cell_57156,cell_57156,1037579,74720,15296,CN07,0.85075295
1037579_cell_57157,cell_57157,1037579,74720,15520,CN01,0.88372314
1037579_cell_57171,cell_57171,1037579,74720,18656,CN07,0.63258484
1037579_cell_57175,cell_57175,1037579,74720,19552,CN01,0.64095816
1037579_cell_57176,cell_57176,1037579,74720,19776,CN07,0.77486369
1037579_cell_57177,cell_57177,1037579,74720,20000,CN01,0.93556652
1037579_cell_57179,cell_57179,1037579,74720,20448,CN01,0.960129526
1037579_cell_57180,cell_57180,1037579,74720,20672,CN09,0.58536166
1037579_cell_57182,cell_57182,1037579,74720,21120,CN04,0.2876586
1037579_cell_57189,cell_57189,1037579,74720,22688,CN01,0.73780516
1037579_cell_57190,cell_57190,1037579,74720,22912,CN01,0.961830676
1037579_cell_57201,cell_57201,1037579,74720,25376,CN07,0.938065883
1037579_cell_57202,cell_57202,1037579,74720,25600,CN01,0.8876532
1037579_cell_57204,cell_57204,1037579,74720,26048,CN01,0.974966204
1037579_cell_57205,cell_57205,1037579,74720,26272,CN01,0.92873335
1037579_cell_57206,cell_57206,1037579,74720,26496,CN06,0.944086634
1037579_cell_57209,cell_57209,1037579,74720,27168,CN09,0.5129305
1037579_cell_57210,cell_57210,1037579,74720,27392,CN07,0.88702355
1037579_cell_57211,cell_57211,1037579,74720,27616,CN07,0.88055833
1037579_cell_57216,cell_57216,1037579,74720,28736,CN08,0.75075208
1037579_cell_57217,cell_57217,1037579,74720,28960,CN08,0.51657033
1037579_cell_57218,cell_57218,1037579,74720,29184,CN03,0.3527169
1037579_cell_57221,cell_57221,1037579,74720,29856,CN07,0.52407977
1037579_cell_57224,cell_57224,1037579,74720,30528,CN08,0.60241798
1037579_cell_57225,cell_57225,1037579,74720,30752,CN10,0.73549524
1037579_cell_57226,cell_57226,1037579,74720,30976,CN08,0.52925026
1037579_cell_57227,cell_57227,1037579,74720,31200,CN03,0.79300588
1037579_cell_57228,cell_57228,1037579,74720,31424,CN07,0.7393265
1037579_cell_57229,cell_57229,1037579,74720,31648,CN07,0.70003062
1037579_cell_57231,cell_57231,1037579,74720,32096,CN07,0.70287076
1037579_cell_57234,cell_57234,1037579,74720,32768,CN01,0.83777425
1037579_cell_57238,cell_57238,1037579,74720,33664,CN10,0.21062124
1037579_cell_57239,cell_57239,1037579,74720,33888,CN07,0.927317195
1037579_cell_57242,cell_57242,1037579,74720,34560,CN07,0.82050689
1037579_cell_57245,cell_57245,1037579,74720,35232,CN07,0.943679653
1037579_cell_57246,cell_57246,1037579,74720,35456,CN07,0.5368503
1037579_cell_57250,cell_57250,1037579,74720,36352,CN05,0.316535
1037579_cell_57254,cell_57254,1037579,74720,37248,CN01,0.94892582
1037579_cell_57255,cell_57255,1037579,74720,37472,CN01,0.927702986
1037579_cell_57256,cell_57256,1037579,74720,37696,CN01,0.943792913
1037579_cell_57257,cell_57257,1037579,74720,37920,CN01,0.63325894
1037579_cell_57258,cell_57258,1037579,74720,38144,CN07,0.945012864
1037579_cell_57259,cell_57259,1037579,74720,38368,CN07,0.938447714
1037579_cell_57260,cell_57260,1037579,74720,38592,CN01,0.980195599
1037579_cell_57262,cell_57262,1037579,74720,39040,CN01,0.96253629
1037579_cell_57263,cell_57263,1037579,74720,39264,CN07,0.76098926
1037579_cell_57264,cell_57264,1037579,74720,39488,CN07,0.93071172
1037579_cell_57266,cell_57266,1037579,74720,39936,CN01,0.91771082
1037579_cell_57267,cell_57267,1037579,74720,40160,CN01,0.93307362
1037579_cell_57268,cell_57268,1037579,74720,40384,CN07,0.978415357
1037579_cell_57269,cell_57269,1037579,74720,40608,CN07,0.977719793
1037579_cell_57270,cell_57270,1037579,74720,40832,CN08,0.70926517
1037579_cell_57271,cell_57271,1037579,74720,41056,CN04,0.4085123
1037579_cell_57273,cell_57273,1037579,74720,41504,CN07,0.57400352
